SECONDS;PID;VALUE;UNITS;
73931.815182;Engine RPM;3166;rpm;
73932.545182;Engine RPM;3563;rpm;
73933.154182;Engine RPM;3900;rpm;
73933.721182;Engine RPM;4429;rpm;
73934.393182;Engine RPM;5081;rpm;
73935.083182;Engine RPM;5803;rpm;
73935.652182;Engine RPM;6009;rpm;
73936.332182;Engine RPM;4785;rpm;
73937.001182;Engine RPM;3637;rpm;
73937.609182;Engine RPM;3360;rpm;
73938.269182;Engine RPM;3362;rpm;
73938.948182;Engine RPM;3326;rpm;
73939.567182;Engine RPM;3292;rpm;
73940.147182;Engine RPM;3194;rpm;
73940.825182;Engine RPM;3048;rpm;
73941.509182;Engine RPM;2854;rpm;
73942.160182;Engine RPM;2720;rpm;
73942.738182;Engine RPM;2604;rpm;
73943.276182;Engine RPM;2507;rpm;
73943.926182;Engine RPM;2391;rpm;
73944.577182;Engine RPM;2348;rpm;
73945.236182;Engine RPM;2344;rpm;
73945.915182;Engine RPM;2302;rpm;
73946.434182;Engine RPM;2226;rpm;
73947.093182;Engine RPM;2067;rpm;
73947.731182;Engine RPM;1908;rpm;
73948.350182;Engine RPM;1686;rpm;
73948.859182;Engine RPM;1083;rpm;
73949.398182;Engine RPM;1173;rpm;
73950.087182;Engine RPM;1954;rpm;
73950.745182;Engine RPM;1622;rpm;
73951.405182;Engine RPM;1688;rpm;
73952.014182;Engine RPM;1576;rpm;
73952.794182;Engine RPM;1405;rpm;
73953.403182;Engine RPM;1112;rpm;
73953.983182;Engine RPM;1418;rpm;
73954.541182;Engine RPM;1947;rpm;
73955.160182;Engine RPM;2531;rpm;
73955.788182;Engine RPM;3701;rpm;
73956.437182;Engine RPM;5060;rpm;
73957.067182;Engine RPM;6496;rpm;
73957.677182;Engine RPM;7077;rpm;
73958.347182;Engine RPM;6769;rpm;
73958.956182;Engine RPM;6457;rpm;
73959.515182;Engine RPM;6241;rpm;
73960.184182;Engine RPM;6212;rpm;
73960.843182;Engine RPM;6323;rpm;
73961.494182;Engine RPM;6268;rpm;
73962.092182;Engine RPM;6214;rpm;
73962.640182;Engine RPM;6177;rpm;
73963.349182;Engine RPM;5633;rpm;
73963.928182;Engine RPM;4395;rpm;
73964.558182;Engine RPM;3583;rpm;
73965.168182;Engine RPM;3661;rpm;
73965.807182;Engine RPM;3704;rpm;
73966.397182;Engine RPM;3740;rpm;
73967.025182;Engine RPM;3754;rpm;
73967.624182;Engine RPM;3788;rpm;
73968.304182;Engine RPM;3800;rpm;
73968.963182;Engine RPM;4561;rpm;
73969.471182;Engine RPM;5079;rpm;
73969.989182;Engine RPM;5380;rpm;
73970.649182;Engine RPM;5347;rpm;
73971.398182;Engine RPM;5198;rpm;
73972.028182;Engine RPM;5033;rpm;
73972.748182;Engine RPM;4867;rpm;
73973.295182;Engine RPM;4738;rpm;
73973.815182;Engine RPM;4587;rpm;
73974.463182;Engine RPM;3927;rpm;
73975.042182;Engine RPM;3311;rpm;
73975.681182;Engine RPM;2699;rpm;
73976.289182;Engine RPM;2133;rpm;
73976.980182;Engine RPM;1481;rpm;
73977.560182;Engine RPM;1228;rpm;
73978.278182;Engine RPM;1148;rpm;
73982.088182;Engine RPM;3326;rpm;
73984.310182;Engine RPM;5160;rpm;
73984.929182;Engine RPM;4998;rpm;
73985.537182;Engine RPM;4867;rpm;
73986.165182;Engine RPM;4783;rpm;
73986.814182;Engine RPM;4712;rpm;
73987.394182;Engine RPM;4669;rpm;
73988.022182;Engine RPM;4592;rpm;
73988.732182;Engine RPM;4514;rpm;
73989.338182;Engine RPM;4401;rpm;
73989.969182;Engine RPM;4320;rpm;
73990.697182;Engine RPM;4217;rpm;
73991.358182;Engine RPM;4131;rpm;
73991.866182;Engine RPM;4140;rpm;
73992.517182;Engine RPM;4048;rpm;
73993.245182;Engine RPM;4030;rpm;
73993.764182;Engine RPM;3969;rpm;
73994.354182;Engine RPM;3866;rpm;
73995.073182;Engine RPM;3687;rpm;
73995.742182;Engine RPM;3563;rpm;
73996.320182;Engine RPM;3432;rpm;
73996.958182;Engine RPM;3332;rpm;
73997.536182;Engine RPM;3222;rpm;
73998.104182;Engine RPM;3017;rpm;
73998.823182;Engine RPM;2600;rpm;
73999.472182;Engine RPM;2092;rpm;
74000.170182;Engine RPM;1374;rpm;
74000.789182;Engine RPM;1147;rpm;
74001.479182;Engine RPM;1213;rpm;
74002.109182;Engine RPM;1034;rpm;
74002.798182;Engine RPM;1466;rpm;
74003.578182;Engine RPM;2461;rpm;
74004.177182;Engine RPM;3277;rpm;
74004.867182;Engine RPM;4617;rpm;
74005.597182;Engine RPM;4646;rpm;
74006.177182;Engine RPM;3539;rpm;
74006.657182;Engine RPM;3370;rpm;
74007.335182;Engine RPM;3749;rpm;
74007.993182;Engine RPM;4094;rpm;
74008.652182;Engine RPM;4215;rpm;
74009.273182;Engine RPM;3496;rpm;
74010.032182;Engine RPM;3131;rpm;
74010.671182;Engine RPM;3155;rpm;
74011.179182;Engine RPM;3154;rpm;
74011.868182;Engine RPM;3133;rpm;
74012.477182;Engine RPM;3135;rpm;
74013.208182;Engine RPM;3123;rpm;
74013.756182;Engine RPM;3101;rpm;
74014.445182;Engine RPM;3104;rpm;
74015.044182;Engine RPM;3090;rpm;
74015.612182;Engine RPM;3074;rpm;
74016.271182;Engine RPM;3056;rpm;
74016.881182;Engine RPM;2510;rpm;
74017.554182;Engine RPM;1634;rpm;
74018.224182;Engine RPM;1765;rpm;
74018.893182;Engine RPM;2400;rpm;
74019.542182;Engine RPM;2220;rpm;
74020.091182;Engine RPM;2153;rpm;
74020.781182;Engine RPM;2229;rpm;
74021.269182;Engine RPM;2255;rpm;
74021.940182;Engine RPM;2404;rpm;
74022.497182;Engine RPM;2625;rpm;
74023.116182;Engine RPM;2784;rpm;
74023.725182;Engine RPM;2921;rpm;
74024.293182;Engine RPM;2997;rpm;
74024.852182;Engine RPM;3047;rpm;
74025.522182;Engine RPM;3069;rpm;
74026.091182;Engine RPM;3030;rpm;
74026.770182;Engine RPM;2997;rpm;
74027.458182;Engine RPM;2948;rpm;
74028.137182;Engine RPM;2795;rpm;
74028.887182;Engine RPM;2446;rpm;
74029.425182;Engine RPM;2300;rpm;
74029.983182;Engine RPM;2225;rpm;
74030.621182;Engine RPM;2220;rpm;
74031.160182;Engine RPM;2291;rpm;
74031.869182;Engine RPM;2301;rpm;
74032.599182;Engine RPM;2262;rpm;
74033.188182;Engine RPM;2182;rpm;
74033.871182;Engine RPM;2121;rpm;
74034.459182;Engine RPM;2079;rpm;
74035.078182;Engine RPM;2041;rpm;
74035.667182;Engine RPM;2040;rpm;
