SECONDS;PID;VALUE;UNITS;
73947.752182;Distance travelled (total);0.270063163158405;miles;
73948.371182;Distance travelled (total);0.272413580781983;miles;
73948.879182;Distance travelled (total);0.273992173985177;miles;
73949.468182;Distance travelled (total);0.275721365869158;miles;
73950.137182;Distance travelled (total);0.277453562082853;miles;
73950.766182;Distance travelled (total);0.278864286766672;miles;
73951.445182;Distance travelled (total);0.280388364434342;miles;
73952.075182;Distance travelled (total);0.281691532681777;miles;
73952.815182;Distance travelled (total);0.28271339528197;miles;
73953.443182;Distance travelled (total);0.283689691679757;miles;
73954.003182;Distance travelled (total);0.284656106152569;miles;
73954.562182;Distance travelled (total);0.286102558091993;miles;
73955.230182;Distance travelled (total);0.288295635019265;miles;
73955.809182;Distance travelled (total);0.29099164842597;miles;
73956.458182;Distance travelled (total);0.295246300563045;miles;
73957.118182;Distance travelled (total);0.300832078318868;miles;
73957.698182;Distance travelled (total);0.306535983761085;miles;
73958.397182;Distance travelled (total);0.312814995996298;miles;
73958.977182;Distance travelled (total);0.317914735962811;miles;
73959.566182;Distance travelled (total);0.32289903543169;miles;
73960.245182;Distance travelled (total);0.328523742972982;miles;
73960.885182;Distance travelled (total);0.333934210046661;miles;
73961.544182;Distance travelled (total);0.339513288575276;miles;
73962.112182;Distance travelled (total);0.344220294659743;miles;
73962.711182;Distance travelled (total);0.349177860806777;miles;
73963.370182;Distance travelled (total);0.354521769032047;miles;
73963.969182;Distance travelled (total);0.359383548358834;miles;
73964.578182;Distance travelled (total);0.364328081728401;miles;
73965.188182;Distance travelled (total);0.369275419536021;miles;
73965.847182;Distance travelled (total);0.374623303622125;miles;
73966.437182;Distance travelled (total);0.379508159397728;miles;
73967.066182;Distance travelled (total);0.384717877146078;miles;
73967.645182;Distance travelled (total);0.389612806505149;miles;
73968.365182;Distance travelled (total);0.395703831671649;miles;
73968.984182;Distance travelled (total);0.401792475709219;miles;
73969.492182;Distance travelled (total);0.407403414493387;miles;
73970.050182;Distance travelled (total);0.414144205737797;miles;
73970.699182;Distance travelled (total);0.421992779269759;miles;
73971.419182;Distance travelled (total);0.430317611710113;miles;
73972.049182;Distance travelled (total);0.437383507814364;miles;
73972.768182;Distance travelled (total);0.445203272264973;miles;
73973.336182;Distance travelled (total);0.451182435030809;miles;
73973.865182;Distance travelled (total);0.456575815604923;miles;
73974.504182;Distance travelled (total);0.462305291576361;miles;
73975.083182;Distance travelled (total);0.466701385402306;miles;
73975.702182;Distance travelled (total);0.470549552730112;miles;
73976.330182;Distance travelled (total);0.473585160130118;miles;
73977.050182;Distance travelled (total);0.475946698934473;miles;
73977.580182;Distance travelled (total);0.477410505305267;miles;
73978.439182;Distance travelled (total);0.479633727676204;miles;
73982.331182;Distance travelled (total);0.509190480890212;miles;
73984.330182;Distance travelled (total);0.532659114072428;miles;
73984.970182;Distance travelled (total);0.539831946001325;miles;
73985.557182;Distance travelled (total);0.546219368143514;miles;
73986.185182;Distance travelled (total);0.552942727889266;miles;
73986.834182;Distance travelled (total);0.559776757831486;miles;
73987.415182;Distance travelled (total);0.565786506731245;miles;
73988.093182;Distance travelled (total);0.572693765579157;miles;
73988.772182;Distance travelled (total);0.579495687114336;miles;
73989.359182;Distance travelled (total);0.585263287194451;miles;
73990.019182;Distance travelled (total);0.591646824420385;miles;
73990.717182;Distance travelled (total);0.59815408700688;miles;
73991.378182;Distance travelled (total);0.604201098466898;miles;
73991.907182;Distance travelled (total);0.608942617785742;miles;
73992.537182;Distance travelled (total);0.614600974786414;miles;
73993.286182;Distance travelled (total);0.621325118288363;miles;
73993.835182;Distance travelled (total);0.626157759673092;miles;
73994.374182;Distance travelled (total);0.630811019531354;miles;
73995.093182;Distance travelled (total);0.636768759662322;miles;
73995.762182;Distance travelled (total);0.642076882792685;miles;
73996.371182;Distance travelled (total);0.646699350774118;miles;
73996.998182;Distance travelled (total);0.651357970890969;miles;
73997.577182;Distance travelled (total);0.655551128682798;miles;
73998.125182;Distance travelled (total);0.659241343919565;miles;
73998.843182;Distance travelled (total);0.663456862340598;miles;
73999.572182;Distance travelled (total);0.666980398017246;miles;
74000.211182;Distance travelled (total);0.669185789365108;miles;
74000.829182;Distance travelled (total);0.670466298483523;miles;
74001.499182;Distance travelled (total);0.671159710830417;miles;
74002.130182;Distance travelled (total);0.671921469883243;miles;
74002.899182;Distance travelled (total);0.673382343209407;miles;
74003.599182;Distance travelled (total);0.675555988495934;miles;
74004.197182;Distance travelled (total);0.678036091361863;miles;
74004.937182;Distance travelled (total);0.68237921104983;miles;
74005.638182;Distance travelled (total);0.687214886676393;miles;
74006.197182;Distance travelled (total);0.69117555695226;miles;
74006.677182;Distance travelled (total);0.694733607468495;miles;
74007.375182;Distance travelled (total);0.700521087750316;miles;
74008.013182;Distance travelled (total);0.706247181805478;miles;
74008.672182;Distance travelled (total);0.712503335278915;miles;
74009.314182;Distance travelled (total);0.718700671999136;miles;
74010.052182;Distance travelled (total);0.725970444703625;miles;
74010.691182;Distance travelled (total);0.732364973399099;miles;
74011.230182;Distance travelled (total);0.737762278312019;miles;
74011.909182;Distance travelled (total);0.744438114087341;miles;
74012.518182;Distance travelled (total);0.750430206258644;miles;
74013.228182;Distance travelled (total);0.757415890901993;miles;
74013.796182;Distance travelled (total);0.763006137507649;miles;
74014.465182;Distance travelled (total);0.769589354799913;miles;
74015.064182;Distance travelled (total);0.775483630873476;miles;
74015.652182;Distance travelled (total);0.781166178130827;miles;
74016.331182;Distance travelled (total);0.787729551916805;miles;
74016.932182;Distance travelled (total);0.793120129002182;miles;
74017.584182;Distance travelled (total);0.798297267016181;miles;
74018.244182;Distance travelled (total);0.802626355659338;miles;
74018.914182;Distance travelled (total);0.806325118219321;miles;
74019.563182;Distance travelled (total);0.809574169868799;miles;
74020.132182;Distance travelled (total);0.812323364433652;miles;
74020.832182;Distance travelled (total);0.815707061006776;miles;
74021.290182;Distance travelled (total);0.817999008377878;miles;
74021.960182;Distance travelled (total);0.82158585090502;miles;
74022.517182;Distance travelled (total);0.824760219571176;miles;
74023.136182;Distance travelled (total);0.828606514086208;miles;
74023.775182;Distance travelled (total);0.832797225298009;miles;
74024.314182;Distance travelled (total);0.836420357559767;miles;
74024.893182;Distance travelled (total);0.840319346889167;miles;
74025.543182;Distance travelled (total);0.844805353471835;miles;
74026.111182;Distance travelled (total);0.848635131992359;miles;
74026.871182;Distance travelled (total);0.853750308631619;miles;
74027.489182;Distance travelled (total);0.857800370402819;miles;
74028.187182;Distance travelled (total);0.862261328321767;miles;
74028.968182;Distance travelled (total);0.866571259987506;miles;
74029.445182;Distance travelled (total);0.869044954755892;miles;
74030.023182;Distance travelled (total);0.871936080322168;miles;
74030.641182;Distance travelled (total);0.875030848749552;miles;
74031.180182;Distance travelled (total);0.877729457658248;miles;
74031.930182;Distance travelled (total);0.88160999014022;miles;
74032.610182;Distance travelled (total);0.885012843984187;miles;
74033.209182;Distance travelled (total);0.887909444987108;miles;
74033.892182;Distance travelled (total);0.891092023727266;miles;
74034.500182;Distance travelled (total);0.893925315584072;miles;
74035.098182;Distance travelled (total);0.896610582237924;miles;
74035.708182;Distance travelled (total);0.899347043457182;miles;
74036.238182;Distance travelled (total);0.901726058654264;miles;
74037.148182;Distance travelled (total);0.905651364469001;miles;
74037.677182;Distance travelled (total);0.907934116530296;miles;
74038.325182;Distance travelled (total);0.910731218089137;miles;
74038.964182;Distance travelled (total);0.913376535684381;miles;
74039.572182;Distance travelled (total);0.915895354946556;miles;
74040.089182;Distance travelled (total);0.918038508098814;miles;
74040.767182;Distance travelled (total);0.920731763411399;miles;
74041.397182;Distance travelled (total);0.923232059943541;miles;
74041.997182;Distance travelled (total);0.925507787955838;miles;
74042.604182;Distance travelled (total);0.927815591114557;miles;
74043.133182;Distance travelled (total);0.929731227806692;miles;
74043.632182;Distance travelled (total);0.931541468293913;miles;
74044.232182;Distance travelled (total);0.933610458654099;miles;
74044.822182;Distance travelled (total);0.935648279309251;miles;
74045.380182;Distance travelled (total);0.93757605029337;miles;
74046.119182;Distance travelled (total);0.940000012945233;miles;
74046.739182;Distance travelled (total);0.942030270632699;miles;
74047.317182;Distance travelled (total);0.943827426181793;miles;
74047.846182;Distance travelled (total);0.945469746593091;miles;
74048.353182;Distance travelled (total);0.947047508090943;miles;
74048.822182;Distance travelled (total);0.948422375445454;miles;
